State,Bill_Number,Bill_Name,Summary,Source_Link,Bill_Type,Year
North Dakota,HB 1429,Surveillance And Animal Harassment With A Robot; To Provide A Penalty,"prohibits the use of robotic devices (such as drones or autonomous robots) to surveil individuals or harass animals without permission. intended to protect privacy and prevent the disturbance of livestock or wildlife using robots, the bill imposes penalties for unauthorized surveillance or for using robots to interfere with or harm animals.",https://ndlegis.gov/assembly/69-2025/regular/bill-overview/bo1429.html,HB,2025
North Dakota,HB 1448,Advanced Technology Review Committee; Advanced Technology Grant Program; Advanced Technology Grant Fund,"creates an advanced technology review committee and a state grant program to fund early-stage technology research and development. establishes a dedicated grant fund to support innovators and startups, prioritizing projects in artificial intelligence, machine learning, quantum computing and other advanced tech fields, with the intent of spurring economic growth and high-tech job creation.",https://ndlegis.gov/assembly/69-2025/regular/bill-overview/bo1448.html,HB,2025
North Dakota,HB 1448 – Advanced Technology Grants (with AI focus),Nan,"similar to hb 1265, refines the **advanced technology review committee and grant fund** to support projects in ai, autonomous systems, etc., including appropriations to fund ai research commercialization.",https://www.ndlegis.gov/prod/assembly/69-2025/documents/23-1039-01000.pdf,HB,2025
North Dakota,HB 1613,Law Enforcement Use Of A Robot,"expands existing rules for law enforcement’s use of surveillance technology by including ground robots alongside aerial drones. establishes guidelines and restrictions on police use of robots for surveillance or evidence gathering—such as requiring warrants or specific exceptions, banning armed or lethal robots, and mandating record-keeping—to balance technological tools in policing with citizens’ privacy and safety.",https://ndlegis.gov/assembly/69-2025/regular/bill-overview/bo1613.html,HB,2025
North Dakota,HB 1613 – Police Drones and Robots,Nan,"regulates law enforcement use of drones or robots, defining “robot” to include those with **ai technologies**. sets forth when and how police can use such ai-enabled devices (e.g. requiring warrants in certain situations).",https://www.ndlegis.gov/prod/assembly/69-2025/documents/23-1103-01000.pdf,HB,2025
North Dakota,SB 2256,Research Technology Park Grant Program; To Provide An Appropriation; To Provide A Report,"establishes a research and technology park grant program at north dakota state university focused on advanced robotics and intelligent autonomous systems. provides a one-time appropriation (funding) and requires progress reporting, with the goal of leveraging ai and robotics expertise to drive innovative research and economic growth in the state.",https://ndlegis.gov/assembly/69-2025/regular/bill-overview/bo2256.html,SB,2025
North Dakota,SB 2256 – NDSU Tech Park for Robotics/AI,Nan,establishes a **research technology park at ndsu** focused on **intelligent autonomous mobile equipment (robotics) and ai**. creates a special fund and appropriations for ai and advanced robotics r&d to boost the state’s economy.,https://www.ndlegis.gov/prod/assembly/69-2025/documents/23-0970-01000.pdf,SB,2025
North Dakota,SB 2278,Legislative Management Study On The Retention Of Library Materials,"calls for a legislative management study during the interim to examine how library materials are retained and updated, including the impact of artificial intelligence on collection management. the study will analyze whether libraries should preserve original versions of books and other materials when ai or publishers introduce updated content or language changes, and report on the fiscal, operational, and policy implications of managing library collections in the digital age.",https://ndlegis.gov/assembly/69-2025/regular/bill-overview/bo2278.html,SB,2025
North Dakota,SB 2278 – Library Materials and AI Study,Nan,"calls for a study on how **ai might affect library material retention and curation**, including how ai could update or alter library content and what policies should ensure integrity of collections.",https://www.ndlegis.gov/prod/assembly/69-2025/documents/23-0999-01000.pdf,SB,2025
Ohio,HB 106,Enact Alyssa'S Law,"establishes a pilot grant program for schools to purchase wearable panic alert systems or to contract with a vendor for ai-driven firearm detection software, in order to enhance school safety​legislature.ohio.gov. appropriates funds for this “alyssa’s law” initiative during fy 2026–27.",https://www.legislature.ohio.gov/legislation/136/hb106,HB,2025
Ohio,HB 185,Regards An Individual'S Persona Usage; Prohibit Certain Deepfakes,expands ohio’s law on persona rights to forbid unauthorized use of an individual’s persona and bans certain “deepfake” digital recordings without consent​legislature.ohio.gov. this measure targets ai-generated impersonations (e.g. fake images or videos) to protect privacy and prevent malicious use.,https://www.legislature.ohio.gov/legislation/136/hb185,HB,2025
Ohio,HB 96,Make State Operating Appropriations For Fy 2026-27,"ohio’s fy 2026–27 main operating budget bill. includes a provision requiring the department of education and workforce to develop a model policy on the use of ai in k–12 schools by the end of 2025​ncsl.org, to guide appropriate use of ai by students and staff.",https://www.legislature.ohio.gov/legislation/136/hb96,HB,2025
Ohio,HB 96 – School Policy on AI Use,Nan,"in the state operating budget, a provision requires the department of education to develop a **model policy for ai use in k-12 schools** by end of 2025. this model will guide districts on appropriate use of ai by students and staff (for assignments, tutoring, etc.).",https://search-prod.lis.state.oh.us/solarapi/v1/general_assembly_135/bills/hb96/IN/00?format=pdf,HB,2025
Ohio,HR 11,Urge Ohio Expansion Of Manufacturing Of Domestic Drones,"house resolution urging ohio to invest in expanding domestic drone manufacturing and related workforce development​ncsl.org. calls for specialized training programs in fields like aerospace, robotics, and ai to ensure ohio’s workforce can lead in the drone industry.",https://www.legislature.ohio.gov/legislation/136/hr11,HB,2025
Ohio,HR 11 – Resolution on Drones & AI Workforce,Nan,"a house resolution urging ohio to invest in workforce training for the **drone and ai industries**, so the state can become a leader in aerospace, robotics, and ai engineering. (non-binding, expresses policy sentiment.)",https://search-prod.lis.state.oh.us/solarapi/v1/general_assembly_135/resolutions/hr11/IN/00?format=pdf,HB,2025
Ohio,SB 79,Regulate The Use Of Pricing Algorithms,bipartisan bill to prohibit the use or distribution of certain price-setting algorithms trained on nonpublic competitor data​ncsl.org. aims to prevent anti-competitive practices by regulating ai-driven pricing tools under ohio’s antitrust laws.,https://www.legislature.ohio.gov/legislation/136/sb79,SB,2025
Ohio,SB 79 – Pricing Algorithm Ban,Nan,prohibits the use of any **pricing algorithm that uses non-public competitor data** to set prices of goods or services. this targets anti-competitive “secret algorithm” pricing strategies (often an ai issue in dynamic pricing scenarios).,https://search-prod.lis.state.oh.us/solarapi/v1/general_assembly_135/bills/sb79/IN/00?format=pdf,SB,2025
Oklahoma,HB 1364 – AI in Obscenity Law,Nan,"amends oklahoma’s obscenity and child sexual abuse material laws to define **certain acts done with ai as unlawful**. for instance, producing child sexual abuse images with ai or using ai to create obscene materials involving minors is explicitly outlawed.",http://www.oklegislature.gov/BillInfo.aspx?Bill=hb1364&Session=2300,HB,2025
Oklahoma,HB 1521 – Computer Science Standards (AI),Nan,"requires state academic standards for k-12 computer science to include **fundamental concepts of emerging technologies like ai**, ensuring students learn what ai is and how it works.",http://www.oklegislature.gov/BillInfo.aspx?Bill=hb1521&Session=2300,HB,2025
Oklahoma,HB 1537 – AI in Schools,Nan,"(related to hb1521) may require schools to implement certain **ai curriculum or training programs**, or study the impact of ai in education.",http://www.oklegislature.gov/BillInfo.aspx?Bill=hb1537&Session=2300,HB,2025
Oklahoma,HB 1915 / HB 1916 – Comprehensive AI Governance Acts,Nan,"these companion bills create the **“oklahoma artificial intelligence governance act.”** they set frameworks to prevent algorithmic discrimination, establish a regulatory sandbox for ai testing, require ai impact assessments by certain businesses, and invest in ai workforce development. (hb 1916 is noted as a major ai omnibus bill.)",http://www.oklegislature.gov/BillInfo.aspx?Bill=hb1916&Session=2300,HB,2025
